vals,w,v,tau,hat_w,hat_v,hat_tau,rs_loo_hc
10.000000000000002,4.486619241362554e-12,3.7908118288069936e-07,2.2537830855155518e-13,0.7773158469031071,2.794021229971345,7.809449433319621,0.5
9.701933262266492,1.8580346108977024e-11,7.896151276840506e-07,9.333546549462225e-13,0.7773158491233942,2.7940212307697765,7.809449427443023,0.5
9.412750902547295,7.090246150065373e-11,1.5839774702090225e-06,3.5616743584047263e-12,0.7773158517049348,2.7940212252506123,7.809449428985463,0.5
9.132188107085252,2.505091965805424e-10,3.059906285392064e-06,1.258393795604216e-11,0.7773158566866063,2.7940212159088,7.80944942882127,0.5
8.859987955340486,8.231913081403086e-10,5.6989016376107214e-06,4.1351728277562284e-11,0.7773158658644046,2.794021199866623,7.809449428918548,0.5
8.595901184719835,2.5266106290039057e-09,1.0256601028424393e-05,1.2692033189392603e-10,0.7773158821291145,2.7940211727297517,7.809449429545487,0.5
8.33968596231893,7.272324245215983e-09,1.7872591885127015e-05,3.6531381791450176e-10,0.7773159088789454,2.794021123434736,7.809449427552754,0.5
8.091107663467895,1.970336683887005e-08,3.021092308160205e-05,9.897677140455674e-10,0.7773159550407752,2.794021047397014,7.809449431650325,0.5
7.84993865687785,5.042880499689125e-08,4.96247856042604e-05,2.5332116426896593e-09,0.7773160302816975,2.794020922548068,7.8094494406282,0.5
7.615958096191474,1.2233091088753574e-07,7.934361965178984e-05,6.145099818146066e-09,0.7773161508853428,2.7940207184968084,7.809449460218094,0.5
7.388951717746785,2.821474873709958e-07,0.00012367525721598943,1.4173229344970454e-08,0.777316342083417,2.794020386310476,7.809449502297905,0.5
7.168711644368867,6.205569403891728e-07,0.00018821294637700751,3.117267719740723e-08,0.7773166419224584,2.7940198427713376,7.809449587625612,0.5
6.95503619500994,1.305149688644945e-06,0.00028003515038531676,6.556205157327792e-08,0.7773171141345052,2.794018970431846,7.809449764638422,0.5
6.747729700063433,2.6317769441341266e-06,0.0004078840777736588,1.3220287396192606e-07,0.7773178507424849,2.794017558502766,7.809450103826586,0.5
6.546602322182891,5.100564343298911e-06,0.0005823085885973631,2.56217885748618e-07,0.7773189981813912,2.794015297108353,7.809450736012567,0.5
6.351469882441723,9.523038933988334e-06,0.0008157574445076298,4.783721000265904e-07,0.7773207756700871,2.7940117065703127,7.809451869582404,0.5
6.162153691674519,1.716603993377334e-05,0.0011226109590334401,8.623011884850253e-07,0.7773235060673805,2.7940060681872207,7.80945382721494,0.5
5.978480386845528,2.993615118868866e-05,0.0015191417562399742,1.5037744061973932e-06,0.7773276629445569,2.7939973648753607,7.809457108350975,0.5
5.800281772294445,5.0605226573424994e-05,0.002023398020274098,2.5420196666221723e-06,0.7773339029985494,2.7939841083937376,7.809462406514427,0.5
5.627394665714152,8.307343772274212e-05,0.0026550076733970517,4.172929237692855e-06,0.777343134543893,2.7939643068572573,7.809470725326859,0.5015197799384167
5.459660748719315,0.0001326614959789076,0.003434905076219529,6.663722773396245e-06,0.7773565827736267,2.7939353148541315,7.8094834322228905,0.5031531647823267
5.2969264218690695,0.0002064188098741931,0.004384984209205139,1.0368396346232848e-05,0.7773758446447788,2.793893694535852,7.809502331262756,0.5050446054322286
5.139042664010976,0.00031343032649728457,0.005527688437624354,1.574308037547443e-05,0.7774029592428705,2.793835123804497,7.809529749504895,0.5071930960404628
4.9858648958174685,0.00046510185560999794,0.0068855473825960856,2.3360276446235806e-05,0.7774404667140636,2.793754303091677,7.809568607475098,0.509610595018129
4.837252847389834,0.0006754026851095445,0.008480675173162255,3.392088691700138e-05,0.7774914602675949,2.7936449020067813,7.809622481688555,0.5122586566323346
4.693070429808473,0.0009610450601310677,0.010334244608522015,4.826298349387683e-05,0.7775596183076153,2.7934995225746517,7.809695643955932,0.5151855615708995
4.553185610511813,0.0013415834565294858,0.012465956722908579,6.736642129798915e-05,0.7776492341417995,2.7933097611239277,7.809793094502611,0.5184119855913472
4.417470292389771,0.001839419965807007,0.014893517893093788,9.235257417395533e-05,0.7777652052645521,2.793066244809782,7.809920549885545,0.5219211645659574
4.28580019648104,0.002479709317454445,0.017632147945513762,0.0001244788200075779,0.7779130242831918,2.792758797852665,7.810084424397825,0.52568683469464
4.158054748166767,0.0032901605317028366,0.020694126827235666,0.00016512759123752117,0.7780987257613083,2.792376572851702,7.81029176696193,0.529634116206927
4.034116966756427,0.004300741191642317,0.024088403115801085,0.00021579025030985685,0.7783288351477319,2.7919082978354925,7.810550184634273,0.5337416627801864
3.9138733583647793,0.0055432913817839635,0.02782026618194968,0.00027804613417594824,0.7786102799554913,2.7913424864788006,7.810867734297009,0.5380949714657829
3.7972138119817904,0.007051062309676635,0.03189109906220304,0.0003535375120572239,0.7789502985902496,2.7906677122535726,7.811252800419897,0.5426601787257216
3.6840314986403864,0.008858195461142915,0.03629821585308367,0.00044394127372910264,0.7793563369980077,2.7898728880652213,7.811713950139481,0.5474376198425642
3.5742227735896637,0.010999158626909238,0.04103478319265113,0.0005509382238600513,0.7798359303979616,2.788947523859097,7.812259782180848,0.5523189985512477
3.4676870813839953,0.013508158257630092,0.04608983048697085,0.000676181027298702,0.7803965863378737,2.7878819938396306,7.812898778304918,0.5573487956706578
3.3643268638011197,0.016418546847403053,0.05144834769783218,0.0008212618365463308,0.7810456687148117,2.7866677837867107,7.813639132134332,0.5624729189486877
3.2640474705048783,0.019762239580555837,0.05709146070544104,0.000987680454984106,0.7817902816554649,2.7852977132208556,7.814488616595298,0.5676425288932586
3.1667570723708085,0.0235691585686059,0.06299668460088417,0.0011768140700737218,0.7826371608272655,2.78376612238182,7.815454421623114,0.5728551667656372
3.0723665773952002,0.027866715441546078,0.0691382418248494,0.0013898892615929023,0.7835925743481044,2.7820690419812344,7.816543048778589,0.5781470430816908
2.9807895491106353,0.03267934549929476,0.07548743942415455,0.0016279570748404986,0.7846622305097604,2.780204304679896,7.817760176943223,0.5833761097992295
2.89194212743328,0.038028101634408375,0.08201309390944629,0.0018918717154831851,0.7858512019829034,2.778171646722021,7.819110591189679,0.5886915676549402
2.8057429518694663,0.04393031562552495,0.08868199357221,0.002182273354940567,0.7871638593702943,2.7759727551128863,7.820598104711425,0.593951256845776
2.722113087011215,0.05039933118738078,0.0954593864797642,0.002499575359975217,0.788603816486507,2.773611273050558,7.822225498347263,0.5991638947181521
2.640975950252502,0.057444313231118344,0.10230948516077641,0.002843956214377534,0.7901738951610842,2.771092797366832,7.823994514786998,0.604325234359717
2.56225724166006,0.065070132826381,0.10919597439498575,0.0032153561329487253,0.791876097794481,2.7684248178974737,7.825905843934375,0.6094489105943404
2.4858848759344934,0.07327732744001396,0.11608251228499895,0.003613478323956843,0.7937115922885687,2.7656166240241564,7.8279591274001525,0.6144621671077352
2.4117889163994066,0.08206213604528755,0.12293321690290952,0.004037794805547372,0.7956807156770564,2.762679210130138,7.830153012772847,0.6193490220981426
