vals,w,v,tau,hat_w,hat_v,hat_tau,rs_loo_hc
10.000000000000002,0.0007708785974615785,0.0032202789734280786,1.8904441612232833e-05,0.7468533147605769,1.9132543267801116,3.663052757813835,0.5495942205094753
9.701933262266492,0.0009843077603241658,0.0037414480350863037,2.4137310840641464e-05,0.7468902887432529,1.9131725094020164,3.663066341108014,0.5542591114891205
9.412750902547295,0.0012423694939945286,0.004317265782225611,3.0463836495390268e-05,0.7469351849954798,1.9130728591874697,3.6630827649851434,0.5591032734257092
9.132188107085252,0.0015510707432364248,0.004949152048569457,3.803088273794069e-05,0.7469890979199858,1.9129529564921819,3.66310240840204,0.5640032038006303
8.859987955340486,0.0019166475908911436,0.00563806175105389,4.699077217652934e-05,0.7470531585713567,1.9128102797108961,3.6631256649834327,0.5690333673677511
8.595901184719835,0.0023455007630547,0.006384464580731357,5.7499664423978814e-05,0.7471285322023917,1.9126422568441712,3.663152938737155,0.5740797700203643
8.33968596231893,0.0028441284232022528,0.007188334394421294,6.971586468354057e-05,0.7472164025061798,1.9124462858959466,3.6631846383306774,0.5791580098274258
8.091107663467895,0.003419058966436352,0.008049149517716965,8.379812680017306e-05,0.7473179677521853,1.9122197851400122,3.6632211746130134,0.584238813700619
7.84993865687785,0.004076784416357913,0.008965901460811897,9.990397099485518e-05,0.74743441721955,1.911960193264926,3.6632629531444554,0.5894002788208238
7.615958096191474,0.004823697434927746,0.009937113602221145,0.00011818808586378754,0.7475669259992199,1.9116650125688004,3.6633103721058236,0.594486317662367
7.388951717746785,0.005666032830381757,0.010960867830396728,0.00013880083881894075,0.747716648822621,1.9113318451377839,3.6633638176231598,0.5995798350301216
7.168711644368867,0.006609813586018116,0.012034836754512848,0.000161886901578369,0.7478847016506334,1.9109583951571878,3.6634236603121995,0.6045960030696148
6.95503619500994,0.007660804001714077,0.013156322593323201,0.00018758404760986302,0.7480721591177308,1.9105425039374284,3.663490252109942,0.6095061897090567
6.747729700063433,0.008824468984742914,0.014322299522129768,0.000216022105568258,0.7482800449446438,1.9100821624858066,3.6635639243608886,0.614384752866226
6.546602322182891,0.010105941019425791,0.015529459663217521,0.00024732210112975606,0.7485093300634551,1.909575535488207,3.6636449824423387,0.6191787018410971
6.351469882441723,0.01150999293296337,0.016774259548592095,0.00028159555190383756,0.7487609219754034,1.9090209604190411,3.663733708296057,0.6238409219185274
6.162153691674519,0.013041018545081388,0.018052968265376258,0.0003189439558165309,0.7490356648367259,1.9084169649324432,3.6638303576634774,0.628356242373909
5.978480386845528,0.014703019764932122,0.019361715021090728,0.00035945844353026194,0.7493343378779602,1.907762274093244,3.663935155216527,0.6327921836153414
5.800281772294445,0.016499598859648565,0.02069653470311087,0.00040321956946426997,0.7496576516322018,1.90705581011997,3.6640483006928513,0.6372216078553593
5.627394665714152,0.018433957169174866,0.02205341223415613,0.00045029726204759717,0.7500062494076969,1.9062966971769046,3.6641699646832553,0.6415031709485325
5.459660748719315,0.020508898174173413,0.02342832387563975,0.0005007508907039671,0.7503807075662657,1.9054842609941454,3.664300291519337,0.645658453784793
5.2969264218690695,0.02272683522356614,0.02481727576472331,0.0005546294508787997,0.7507815365363063,1.9046180244671116,3.6644393937399826,0.649664059260696
5.139042664010976,0.02508980218608962,0.026216338628155464,0.0006119718318772138,0.7512091831871512,1.9036977073037304,3.6645873618246743,0.6535814181272868
4.9858648958174685,0.027599467682006114,0.02762167933136821,0.0006728071740872172,0.7516640330995441,1.9027232192690087,3.664744259603859,0.6572945063921645
4.837252847389834,0.030257151308367314,0.029029588507383068,0.0007371552832838422,0.7521464134750137,1.9016946547769464,3.6649101269032087,0.660925437704785
4.693070429808473,0.033063841651446595,0.03043650451028137,0.0008050270948754602,0.7526565968453683,1.9006122879794078,3.6650849828395287,0.6643686580094534
4.553185610511813,0.036020215515645736,0.03183903371007824,0.0008764251767097242,0.753194802331012,1.8994765588719158,3.6652688200427694,0.6676861322376513
4.417470292389771,0.03912665779739933,0.03323396724634071,0.0009513442666832534,0.7537612021390692,1.8982880752971467,3.6654616169483414,0.6708620486482408
4.28580019648104,0.042383281709895256,0.034618294437818206,0.0010297718605914899,0.754355923144857,1.8970475989027737,3.665663332654913,0.6738932021585609
