vals,w,v,tau,hat_w,hat_v,hat_tau
10.000000000000002,1.7090722777329344e-06,0.00019673047423163253,8.374368999143358e-08,0.7564259476968966,1.924848667186037,3.7064494385728404
9.701933262266492,3.2570286479879095e-06,0.00028117601869602916,1.5959281904327404e-07,0.7564258022611983,1.9248478121000838,3.706449638690362
9.412750902547295,5.990966388943446e-06,0.00039467328206756126,2.935544959509232e-07,0.7564257244341469,1.924846373569706,3.7064499855391935
9.132188107085252,1.0658084637380326e-05,0.0005446145361014588,5.222410766696804e-07,0.756425827896642,1.9248440496991546,3.7064505782760797
8.859987955340486,1.8374219366850088e-05,0.0007395107443901939,9.003276994982739e-07,0.7564262862718705,1.924840374657375,3.706451559887216
8.595901184719835,3.075228744091722e-05,0.0009889835075399677,1.5068454424032847e-06,0.7564273588950404,1.9248346714262121,3.706453132752653
8.33968596231893,5.0053003591942685e-05,0.001303718095982833,2.452564984679557e-06,0.7564294332238706,1.924826028281246,3.706455586939713
8.091107663467895,7.935404503407891e-05,0.00169537421208619,3.888282525445444e-06,0.7564330428576396,1.9248131978827467,3.7064593108728014
7.84993865687785,0.0001227314011695854,0.0021764545289419024,6.013699291226645e-06,0.7564389198309384,1.9247945751946005,3.706464825312337
7.615958096191474,0.0001854441711292066,0.0027601302475316475,9.086464106978792e-06,0.7564480146095935,1.9247680921775197,3.7064727958271835
7.388951717746785,0.0002741125428203077,0.003460028161408152,1.3430871260485824e-05,0.7564615492757573,1.9247312064454838,3.7064840660775493
7.168711644368867,0.0003968773086143018,0.004289981262640738,1.94456376994471e-05,0.756481032282662,1.9246808112630065,3.706499667513917
6.95503619500994,0.000563529804976981,0.005263752194077838,2.7610205376344422e-05,0.756508302847529,1.9246132508772844,3.706520845401175
6.747729700063433,0.0007856013003823494,0.00639473385359915,3.848902185181119e-05,0.7565455327008521,1.9245242660186819,3.706549060755764
6.546602322182891,0.0010764038307243438,0.007695640713638112,5.273339140033873e-05,0.7565952525484352,1.9244090478844027,3.706586002855553
6.351469882441723,0.0014510155440727996,0.00917819612026987,7.108054534873747e-05,0.7566603352909341,1.9242622329134358,3.7066335798025234
6.162153691674519,0.0019262085516352923,0.01085283165945011,9.434981320711978e-05,0.756743998824787,1.9240779982872154,3.706693913479241
5.978480386845528,0.0025203180948591844,0.012728403200170267,0.0001234358271869275,0.7568497708110162,1.9238501121940255,3.7067693177341026
5.800281772294445,0.0032530571354196644,0.014811937902628448,0.0001592989443821084,0.7569814598567995,1.9235720459101509,3.7068622752461007
5.627394665714152,0.0041452820690255415,0.01710841948389041,0.00020295315749125847,0.7571431173307571,1.9232371005539015,3.7069754044782846
5.459660748719315,0.00521871600240632,0.01962061473965243,0.00025545181599632337,0.757338976211662,1.9228385095014833,3.7071114237835943
5.2969264218690695,0.006495641585783671,0.02234895350523416,0.00031787173608978814,0.7575734041065181,1.922369594362511,3.7072731065125715
5.139042664010976,0.007998570493307149,0.02529145651300106,0.0003912960797489308,0.757850834688917,1.9218238827324199,3.707463241872719
4.9858648958174685,0.00974990332012335,0.02844372001194246,0.0004767966803993699,0.7581757102539826,1.9211952510127734,3.707684581953801
4.837252847389834,0.011771586988611391,0.03179894901736518,0.0005754162146979763,0.7585524152997131,1.9204780429222734,3.707939804799195
4.693070429808473,0.014084782128735613,0.03534804255224152,0.000688150849684217,0.758985216813836,1.9196671843487525,3.708231460229241
4.553185610511813,0.01670954647943255,0.039079722012016455,0.0008159337237645801,0.7594782063670656,1.9187582864876722,3.7085619393660085
4.417470292389771,0.019664543583883087,0.042980700938799035,0.0009596197475516908,0.7600352451861816,1.91774772408192,3.708933425599757
4.28580019648104,0.022966781433184657,0.04703588807530564,0.0011199720111219936,0.7606599184071343,1.9166327105267844,3.709347871905707
4.158054748166767,0.026631386395950873,0.05122861832271713,0.001297650097088714,0.7613554923752399,1.9154113439616465,3.7098069678586145
4.034116966756427,0.030671415390780637,0.05554090451528746,0.0014932004871818913,0.7621248812966579,1.914082644052609,3.71031212175346
3.9138733583647793,0.03509770773555491,0.05995370266689388,0.001707049168996648,0.7629706161134593,1.912646557895041,3.710864436373339
3.7972138119817904,0.03991877872937629,0.06444718587561182,0.0019394965572803128,0.7638948292783203,1.9111039753335446,3.7114647123861575
3.6840314986403864,0.04514075283606334,0.06900101841870503,0.0021907146549395725,0.7648992380231219,1.9094567055765461,3.7121134370411797
3.5742227735896637,0.050767336629481505,0.07359462619581279,0.002460746459646792,0.7659851395628996,1.9077074558973106,3.7128107910571235
3.4676870813839953,0.05679982727287086,0.0782074562246879,0.0027495074436188604,0.7671534054975973,1.905859780384901,3.7135566468331658
