vals,w_mean,w_std,v_mean,v_std,tau_mean,tau_std,hat_w_mean,hat_w_std,hat_v_mean,hat_v_std,hat_tau_mean,hat_tau_std,flags_mean,flags_std
10.000000000000002,2.3463807582484714e-12,9.751516865680091e-12,4.618844606240191e-12,3.719290579883993e-12,-1.346011458227498e-12,7.278133705436884e-12,0.7193815301067666,0.17503958034021871,2.739864355069554,0.05107821609270664,7.538984599516446,0.2802020121118732,1.0,0.0
9.701933262266492,2.3463807582484714e-12,9.751516865680091e-12,4.618844606240191e-12,3.719290579883993e-12,-1.346011458227498e-12,7.278133705436884e-12,0.7193815301067666,0.17503958034021871,2.739864355069554,0.05107821609270664,7.538984599516446,0.2802020121118732,1.0,0.0
9.412750902547295,2.3463807582484714e-12,9.751516865680091e-12,4.618844606240191e-12,3.719290579883993e-12,-1.346011458227498e-12,7.278133705436884e-12,0.7193815301067666,0.17503958034021871,2.739864355069554,0.05107821609270664,7.538984599516446,0.2802020121118732,1.0,0.0
9.132188107085252,2.3463807582484714e-12,9.751516865680091e-12,4.618844606240191e-12,3.719290579883993e-12,-1.346011458227498e-12,7.278133705436884e-12,0.7193815301067666,0.17503958034021871,2.739864355069554,0.05107821609270664,7.538984599516446,0.2802020121118732,1.0,0.0
8.859987955340486,2.3463807582484714e-12,9.751516865680091e-12,4.618844606240191e-12,3.719290579883993e-12,-1.346011458227498e-12,7.278133705436884e-12,0.7193815301067666,0.17503958034021871,2.739864355069554,0.05107821609270664,7.538984599516446,0.2802020121118732,1.0,0.0
8.595901184719835,2.3463807582484714e-12,9.751516865680091e-12,4.618844606240191e-12,3.719290579883993e-12,-1.346011458227498e-12,7.278133705436884e-12,0.7193815301067666,0.17503958034021871,2.739864355069554,0.05107821609270664,7.538984599516446,0.2802020121118732,1.0,0.0
8.33968596231893,2.3463807582484714e-12,9.751516865680091e-12,4.618844606240191e-12,3.719290579883993e-12,-1.346011458227498e-12,7.278133705436884e-12,0.7193815301067666,0.17503958034021871,2.739864355069554,0.05107821609270664,7.538984599516446,0.2802020121118732,1.0,0.0
8.091107663467895,2.3463807582484714e-12,9.751516865680091e-12,4.618844606240191e-12,3.719290579883993e-12,-1.346011458227498e-12,7.278133705436884e-12,0.7193815301067666,0.17503958034021871,2.739864355069554,0.05107821609270664,7.538984599516446,0.2802020121118732,1.0,0.0
7.84993865687785,2.3463807582484714e-12,9.751516865680091e-12,4.618844606240191e-12,3.719290579883993e-12,-1.346011458227498e-12,7.278133705436884e-12,0.7193815301067666,0.17503958034021871,2.739864355069554,0.05107821609270664,7.538984599516446,0.2802020121118732,1.0,0.0
7.615958096191474,2.3463807582484714e-12,9.751516865680091e-12,4.618844606240191e-12,3.719290579883993e-12,-1.346011458227498e-12,7.278133705436884e-12,0.7193815301067666,0.17503958034021871,2.739864355069554,0.05107821609270664,7.538984599516446,0.2802020121118732,1.0,0.0
7.388951717746785,2.3463807582484714e-12,9.751516865680091e-12,4.618844606240191e-12,3.719290579883993e-12,-1.346011458227498e-12,7.278133705436884e-12,0.7193815301067666,0.17503958034021871,2.739864355069554,0.05107821609270664,7.538984599516446,0.2802020121118732,1.0,0.0
7.168711644368867,2.3463807582484714e-12,9.751516865680091e-12,4.618844606240191e-12,3.719290579883993e-12,-1.346011458227498e-12,7.278133705436884e-12,0.7193815301067666,0.17503958034021871,2.739864355069554,0.05107821609270664,7.538984599516446,0.2802020121118732,1.0,0.0
6.95503619500994,2.3463807582484714e-12,9.751516865680091e-12,4.618844606240191e-12,3.719290579883993e-12,-1.346011458227498e-12,7.278133705436884e-12,0.7193815301067666,0.17503958034021871,2.739864355069554,0.05107821609270664,7.538984599516446,0.2802020121118732,1.0,0.0
6.747729700063433,2.3463807582484714e-12,9.751516865680091e-12,4.618844606240191e-12,3.719290579883993e-12,-1.346011458227498e-12,7.278133705436884e-12,0.7193815301067666,0.17503958034021871,2.739864355069554,0.05107821609270664,7.538984599516446,0.2802020121118732,1.0,0.0
6.546602322182891,2.772688256395744e-05,0.00012085866595919376,2.8539259204314234e-05,0.00012439972723653656,1.4099415471720406e-05,6.145793534290569e-05,0.7193988244619898,0.17504847479179844,2.7398592671116235,0.051082084144524746,7.539058780640947,0.28014580906171727,1.0,0.0
6.351469882441723,0.0001258746318595556,0.0005486747866746711,5.5952603631768385e-05,0.00024389172530028306,1.4498307014917738e-05,6.319666326913583e-05,0.7194189539878425,0.1750588676777694,2.7397892063701574,0.051136295256074306,7.539060850129464,0.28014424631101537,1.0,0.0
6.162153691674519,0.00022666743210845037,0.0009880204171960846,7.534742716852014e-05,0.00032843180112478805,1.4907489370764867e-05,6.498024780775335e-05,0.7194396069336257,0.17506957587002428,2.739717486652235,0.051193617570095204,7.539062971661181,0.28014264455295207,1.0,0.0
5.978480386845528,0.00043172325333905694,0.0014618678317561023,0.00014998109125845624,0.0004255917537970307,7.679140148345564e-05,0.00013300691445318068,0.7195421751733959,0.17504975213745047,2.7396508047616885,0.051259116964851414,7.539381481734921,0.28016220767638994,1.0,0.0
5.800281772294445,0.0011312217521673512,0.002061926318876509,0.0004502920761674795,0.0006419724998330249,0.0001738672652484882,0.00015727022998118968,0.7197543205422975,0.1750087207506001,2.739310122382211,0.05127883882244969,7.539877084046372,0.2804057811428497,1.0,0.0
5.627394665714152,0.002389361185042669,0.002700020683089424,0.0009020836083515957,0.0008978016796943711,0.0002597789824784038,0.00012989315587753374,0.7200892637981023,0.17495763039249382,2.738606245536775,0.0512018485351072,7.540324387323858,0.2801548253925186,1.0,0.0
5.459660748719315,0.004078596427978596,0.003209940732727245,0.0013650061720115606,0.0012494448587744731,0.00030043249459462865,0.0001001496245954163,0.7205267861058178,0.17476198201937626,2.737612819000515,0.05124987263157886,7.540534097866787,0.28014194396811376,1.0,0.0
5.2969264218690695,0.006115363171878239,0.003613896445214324,0.0018297892731836967,0.0016386128688169088,0.0003259476125721904,7.478578669439424e-05,0.7210570380023984,0.1743969810677245,2.7364709319955507,0.0513042919263612,7.540665645730182,0.2800898299664567,1.0,0.0
5.139042664010976,0.008326421018958346,0.004030993009190338,0.002233855837573314,0.0021382827424769307,0.0003527245353684911,1.213993592239127e-06,0.721638163674827,0.173984314192578,2.7352476603133584,0.05138723360974622,7.540803634797972,0.28018625821382465,1.0,0.0
4.9858648958174685,0.010673558372321274,0.004435428302367263,0.0026878204738680425,0.002628974619569439,0.00036251823071411544,1.2823615497055202e-06,0.722245400244703,0.1735523816487603,2.7339398425972052,0.051406074529829295,7.540853493496591,0.280186003249147,1.0,0.0
4.837252847389834,0.013075233761960505,0.00494772515875635,0.003175513253379564,0.0031162704044166434,0.00037255420416083904,1.3543644335897043e-06,0.7228672840344317,0.17311357204011016,2.7326034255883687,0.05142554087569604,7.540904557348521,0.2801857544024804,1.0,0.0
4.693070429808473,0.015532448689737905,0.005538684203820311,0.0036728014684954654,0.003620610848362565,0.00038283679449425533,1.4301778510026441e-06,0.7235040940487918,0.172667883833572,2.7312381219507023,0.05144564566730491,7.540956848702704,0.2801855076164896,1.0,0.0
4.553185610511813,0.018046208139076172,0.006186289399238698,0.004180168486922693,0.004140758306518769,0.00039337032252881354,1.509983231743521e-06,0.7241561104958869,0.17221532023478467,2.729843659643407,0.051466404358626115,7.541010383623544,0.28018526712481007,1.0,0.0
4.417470292389771,0.020617520011354598,0.0068749025960763545,0.004697941663894745,0.004676072737195017,0.00040415908945637717,1.593969625365986e-06,0.7248236156478173,0.1717558895484876,2.72841978775154,0.05148783103014334,7.541065184283011,0.280185033012934,1.0,0.0
4.28580019648104,0.02324739368015005,0.00759361597542472,0.005226358349590217,0.005226241515339451,0.00041520736716659987,1.6823334015069781e-06,0.7255068935014524,0.17128960515422736,2.72696627726179,0.05150993853399189,7.541121276529173,0.2801848049597513,1.0,0.0
4.158054748166767,0.025936839264959183,0.008334794496650758,0.005765596952329455,0.005791144503988887,0.0004265193930880019,1.7752778637058756e-06,0.7262062290098819,0.1708164874173697,2.7254829194677543,0.05153273982149635,7.541178681908148,0.2801845825356822,1.0,0.0
