alphas,w_mean,w_std,v_mean,v_std
1.398905529041325,0.19973345464603698,0.014829656265117733,0.11547480738534488,0.011492647646798403
1.3572088082974532,0.2072382502203572,0.015102339058382184,0.12098648068697253,0.011516220444198788
1.3167549281062128,0.21477394725025403,0.01536646966784736,0.12697438517271772,0.011504678970421353
1.2775068435246986,0.22236380878586154,0.015609226770813391,0.13341349210194192,0.011472957775056287
1.239428613796535,0.22998145757434368,0.01584934323550486,0.14031009279604165,0.01147515662919517
1.202485369439745,0.23761531129752328,0.016086585784485442,0.14767686917180942,0.011467279791006521
1.166643280315627,0.24527412138895052,0.016315110854886784,0.15550859698181535,0.011481865279448602
1.1318695246493875,0.2529785010506698,0.016558174090221776,0.1637904027493829,0.011518585999140175
1.0981322589741653,0.26074857834297754,0.016819851955881645,0.17249325118402067,0.011587179987383006
1.0654005889709293,0.2685370292182104,0.01708211062137227,0.1816359845466668,0.011660117805387218
1.0336445411775372,0.2763683217821699,0.017349253504634014,0.19117885371864374,0.01175968166992461
1.0028350355410531,0.2842153332329575,0.017617176616542593,0.20115789158588995,0.011870179724687251
0.9729438587881941,0.2920916635774812,0.01789371031550504,0.21156005984475787,0.011992814478055253
0.9439436385895095,0.29998148580735967,0.01817406210596407,0.22237698737072337,0.01213471871376529
0.915807818493642,0.307893605931131,0.01845041081908581,0.2335876955648189,0.012250519685256828
0.8885106336087182,0.31581511508881627,0.018725987225188943,0.24520899091154477,0.012346499097424522
0.8620270870085897,0.3237197828449848,0.019002663644772592,0.2572518566375629,0.0124537782080296
0.8363329268423325,0.3316554483592643,0.01929265555295451,0.2696780751700463,0.012541605724084453
0.8114046241260316,0.33962852670060306,0.01957816317420537,0.28250885229489686,0.012618805760611081
0.7872193511965184,0.3476201562047983,0.019859552725778738,0.2957475923001378,0.012704065910545737
0.7637549608073347,0.3556024185461404,0.020126903422119043,0.309408100721574,0.012782577628842863
0.7409899658477723,0.3636176278997432,0.020399687104002428,0.32346192489746217,0.012864053108479786
0.7189035196664213,0.37167152901390543,0.02068866223698687,0.3378881504993721,0.012952076762864617
0.6974753969812104,0.37975523633898295,0.02101346216697455,0.35271888837425086,0.013070675950524616
0.6766859753584532,0.387891169086298,0.021346415349010106,0.3679501028311382,0.013201039776065715
0.6565162172439419,0.3960397066998548,0.021674546461365324,0.3836061925592242,0.013313333802157282
0.6369476525296373,0.40421728898469456,0.02199564614873173,0.399709754604612,0.013369429169152064
0.617962361639985,0.4124366911115306,0.022306229872384935,0.4162651770284326,0.013408650594042074
0.5995429591223723,0.42070138726465256,0.02260037121361577,0.4332675533427593,0.013443398322728888
0.5816725777267022,0.4289904679297945,0.02290407797016111,0.45071859873519166,0.013469310131335954
0.5643348529594985,0.43733110092470884,0.02322638573334238,0.4686248738450381,0.013505458366634823
0.5475139080984027,0.4457191593816335,0.02356722015284673,0.4870003227399683,0.013559701923634293
0.5311943396533411,0.45417136660158414,0.02391810643767512,0.5058374850340327,0.013619108042309147
0.5153612032610435,0.4626811890122834,0.024273998899496652,0.525144701793421,0.013681040829317509
0.5,0.47123250048661036,0.02464748845664601,0.5449170215623534,0.013759798836387407
