vals,w_mean,w_std,v_mean,v_std,tau_mean,tau_std,hat_w_mean,hat_w_std,hat_v_mean,hat_v_std,hat_tau_mean,hat_tau_std,flags_mean,flags_std,times_mean,times_std,rs_loo_hc_mean,rs_loo_hc_std
10.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.005236150225003561,0.001510422386891857,0.5,0.0
9.770099572992253,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004989367127418517,0.0012773175751157426,0.5,0.0
9.545484566618343,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.005100163817405702,0.0011330844689748133,0.5,0.0
9.3260334688322,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.00496548891067505,0.0009783759603599923,0.5,0.0
9.111627561154894,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.0049105819066365556,0.0011696523742606357,0.5,0.0
8.90215085445039,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004790136416753133,0.0012323524578657706,0.5,0.0
8.697490026177835,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004912514487902323,0.0012956115251775914,0.5,0.0
8.497534359086444,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.0048146754503250126,0.0011862227495994687,0.5,0.0
8.302175681319746,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004643012682596842,0.0012584048621824997,0.5,0.0
8.111308307896874,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004530633886655172,0.0012848718866224984,0.5,0.0
7.924828983539174,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004443011482556661,0.0012401325349914816,0.5,0.0
7.742636826811271,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004590405424435934,0.0013129991605054043,0.5,0.0
7.564633275546291,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004763882160186769,0.0013128309869235716,0.5,0.0
7.39072203352578,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004689004222551982,0.0011635395426233403,0.5,0.0
7.220809018385465,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.0046791489919026695,0.0011248392982359514,0.5,0.0
7.054802310718644,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004728434681892395,0.0010766529797273624,0.5,0.0
6.892612104349699,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.00459800144036611,0.001180034670387098,0.5,0.0
6.734150657750822,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004207978248596192,0.0009432856786511729,0.5,0.0
6.579332246575682,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004176264007886251,0.0008704469030963773,0.5,0.0
6.428073117284323,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004226367870966593,0.0009049848492143369,0.5,0.0
6.280291441834254,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004175684452056884,0.0008490692817372235,0.5,0.0
6.135907273413174,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004360586802164713,0.0010601290071222233,0.5,0.0
5.994842503189412,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004238823056221008,0.0010042335923419036,0.5,0.0
5.857020818056667,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004177276293436687,0.0010535071403886538,0.5,0.0
5.722367659350217,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004211462736129761,0.0010809146202269903,0.5,0.0
5.590810182512224,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004212058385213216,0.0012807628403921885,0.5,0.0
5.462277217684343,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004204945365587871,0.0010462686788620197,0.5,0.0
5.33669923120631,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004320995807647706,0.0013041361763416596,0.5,0.0
5.214008287999686,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.00418310006459554,0.0011593581339603947,0.5,0.0
5.09413801481638,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004196626941363016,0.0011012280011673014,0.5,0.0
4.977023564332112,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004194425543149312,0.0011879824076534919,0.5,0.0
4.862601580065355,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004295821785926818,0.001269671469159149,0.5,0.0
4.750810162102798,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004551287492116292,0.001618430083971199,0.5,0.0
4.641588833612779,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004708904027938843,0.0016673554179090263,0.5,0.0
4.534878508128582,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004578471978505452,0.0014242502678823493,0.5,0.0
4.430621457583882,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004603553414344788,0.0015200246246846552,0.5,0.0
4.328761281083059,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004433568318684895,0.0016264710477252823,0.5,0.0
4.229242874389499,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004219425519307454,0.0013541953477413827,0.5,0.0
4.132012400115338,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004022526144981384,0.001091208252656337,0.5,0.0
4.037017258596555,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.0039555021127065035,0.0010204809626924622,0.5,0.0
3.9442060594376556,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.0039328440030415865,0.0008869678205691921,0.5,0.0
3.85352859371053,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004008219043413798,0.0010044117518097878,0.5,0.0
3.7649358067924688,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004176141421000162,0.0012286402835795854,0.5,0.0
3.678379771828634,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004175037940343221,0.0012319467245605295,0.5,0.0
3.593813663804628,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004051642020543417,0.0011945989464831831,0.5,0.0
3.5111917342151315,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004113127589225768,0.0012241935396027075,0.5,0.0
3.430469286314919,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.004167506098747253,0.0010529125574150074,0.5,0.0
3.351602650938843,0.0,0.0,0.0,0.0,0.0,0.0,0.7605499560638831,0.1904457879575723,2.7019082330931377,0.06033089274552542,7.33258647660107,0.32582200838763714,1.0,0.0,0.0042043437560399365,0.0010648362902903482,0.5,0.0
3.2745491628777286,5.9608055584381433e-05,0.0004033269551396379,0.00036860530772247796,0.0012016135374170232,0.00016642004029010062,0.000499370049837313,0.7606906071637498,0.19053666912236897,2.7020585524762697,0.0602430994947185,7.333457482541796,0.3257718150122154,1.0,0.0,0.004245776335398356,0.0010614290811638883,0.5018509285161408,0.02346699380019833
3.199267137797384,0.00032229934951924364,0.0013249388318181238,0.000859369287576979,0.002609418407254033,0.00025348020606415645,0.0006035043531556615,0.7607901512137241,0.1906104954306034,2.70197406383702,0.060303413139414876,7.33391452998283,0.32591647829753495,1.0,0.0,0.004466435114542642,0.001385481418543205,0.4958079140600399,0.07638010018570378
3.1257158496882362,0.000804228282781667,0.0022598668088954885,0.0017916055571905825,0.0041249398515599,0.00034196168051808606,0.0006840176036603957,0.7609158110685138,0.19074477641239965,2.701729373536879,0.06028170109615294,7.334366393429342,0.32587720171599044,1.0,0.0,0.00436199386914571,0.0010827005830527589,0.5166506710341393,0.04228469534035357
3.053855508833416,0.0012751314331475503,0.0034502346053716495,0.002747969561622667,0.005855680996681354,0.0004342356748833909,0.0007522310165510415,0.7610275006903572,0.1907772796249582,2.701447340764801,0.06041840592133363,7.334839654666304,0.3262589541975821,1.0,0.0,0.004193045894304911,0.0010448369797904022,0.5044119864108471,0.10189656431099242
2.98364724028334,0.002002818140726742,0.004582858222263794,0.00413864003268693,0.007569356594983033,0.0006142888899116904,0.0008372700880271458,0.7612105206707909,0.19077821060960182,2.7011373092508135,0.06034682380623776,7.335776951532425,0.3261557711094377,1.0,0.0,0.0041594022512435914,0.0009485529139798304,0.5194925854720315,0.07280838516480935
2.915053062825177,0.0032741493273809714,0.005676439439197193,0.005761549990345274,0.009345935910552236,0.0006217803948266644,0.0008474842753632319,0.7613543776105731,0.19061488917706576,2.7004007608152056,0.06030054072921735,7.33581415980556,0.3261604417251243,1.0,0.0,0.004117170572280884,0.0009462381171987558,0.5390215694657918,0.056898021493344414
2.8480358684358023,0.004512971433317051,0.007135117492362248,0.007304491258632207,0.011176045907949997,0.0007209405872885392,0.0008831405134340695,0.7615559378362515,0.19043786124414405,2.6997849998250727,0.06038160771192891,7.336325145179205,0.3266461257780216,1.0,0.0,0.004272555112838745,0.0010320212819778863,0.5406659552541037,0.06295136897576163
2.7825594022071254,0.005828474905170787,0.008747167291422933,0.009215021826616838,0.012858272141018237,0.0009986323693260291,0.0009038940293904065,0.762018971802601,0.19024705095537986,2.699332785754718,0.06008594210677912,7.337780065653786,0.32600791440648835,1.0,0.0,0.004320274988810222,0.0010172140902786717,0.5356622079623865,0.08345189718730212
2.718588242732941,0.007665473052636365,0.010138265522138123,0.011807658633661214,0.014235526450621497,0.001193201986831165,0.0008762238698589436,0.7625666499567696,0.18999926793783548,2.698482846663822,0.06003103738243514,7.338788055948932,0.32579735702457235,1.0,0.0,0.004248462120691935,0.0008454557820529237,0.5560770085179121,0.06751472275405553
2.656087782946687,0.00975672061533844,0.011475648575525271,0.014409424396338638,0.015766905720990404,0.00129923413412169,0.0010314867801138735,0.7630829302811202,0.18976600812112715,2.6974102310209043,0.05998711377261148,7.339340865014573,0.3256061194032647,1.0,0.0,0.004409652749697367,0.0009422356709156615,0.5697926032082004,0.05935205799899844
2.595024211399736,0.012193624514713387,0.012750023374830418,0.01683206238821808,0.017514961833876262,0.0013141468616731352,0.0010433111505384564,0.7635354033533417,0.18963453941094824,2.6961203136808565,0.06003057439685357,7.339415636954922,0.3256065293701925,1.0,0.0,0.004212833245595296,0.0010790315172042413,0.5771059632084776,0.05956584323869535
2.5353644939701123,0.014495898086896056,0.014361927903492678,0.019279709177716545,0.019282910753029178,0.0016124452881056618,0.001084305568787241,0.7642667464178124,0.1893083932292329,2.695241217945059,0.06005436523019136,7.340958304083509,0.32522434902265424,1.0,0.0,0.004259539842605591,0.0010933914589824473,0.5667173662599085,0.09727762932290088
2.4770763559917115,0.01716360937228676,0.015943629605963287,0.022274103140769743,0.020581569613918077,0.0019182255681575485,0.0008561729041184499,0.7650890899601217,0.18891482275208654,2.6941789793068174,0.06018772894310926,7.342552202971869,0.3250470163680406,1.0,0.0,0.0043348153432210285,0.0010254175576582271,0.5691310748211083,0.09831062786744743
2.420128264794382,0.020317207976342136,0.01704610661544398,0.025613664367935197,0.021671972191683826,0.002036734269538526,0.0009643101664097177,0.7658291557571066,0.18844182109203964,2.6926610926933146,0.06029827802691881,7.34315789126012,0.32503883634542163,1.0,0.0,0.004486557841300966,0.0010246488163901028,0.598197143374424,0.04780529942464137
2.364489412645408,0.023490509203477446,0.018288960697497005,0.028631756993970192,0.02326710862734216,0.002258061614438954,0.0009285125614589607,0.7666476409525804,0.1881611347694168,2.6913050431692125,0.06061409714639845,7.344292373289273,0.3256094844273001,1.0,0.0,0.004434125622113545,0.001192565433048572,0.5818697988712012,0.13185577544474372
2.3101297000831598,0.027020646010349546,0.019357550572896183,0.03220669763206754,0.024271534822870183,0.002282460296357399,0.0009384714240067118,0.7673354118528393,0.18769995363539543,2.689504056951008,0.06064266391135698,7.344415921598848,0.3256110530343004,1.0,0.0,0.004537902673085531,0.0011342657188273652,0.6105480382587117,0.041270118100251066
2.25701971963392,0.029911460366992437,0.020554140178429357,0.0362771697736471,0.02517935608725304,0.003001503585501111,0.0011648408085330384,0.768383504417571,0.18732861961502742,2.6889134711466496,0.06004335530875804,7.348179021710472,0.323835995410001,1.0,0.0,0.0045828644434611,0.0011550068099807184,0.6131202930257003,0.03906533170594214
2.205130739903046,0.03404829793646031,0.021499859294762114,0.03994136375754437,0.026001924247151222,0.0031347675535068147,0.0013380547139389192,0.7691200932318852,0.18687365336237058,2.6869012254295983,0.0603038789469838,7.348858619216395,0.32382716848844617,1.0,0.0,0.004624456365903218,0.0013035420529165784,0.6214088018157848,0.027127268636992077
2.154434690031884,0.03837189643532011,0.022489201715044784,0.043580771667712695,0.02690760941482516,0.0031673078066747685,0.0013518264165405264,0.7697475324113177,0.18640540971559322,2.684721732165349,0.060564301736997374,7.3490237497085165,0.32381314885607176,1.0,0.0,0.004502404530843098,0.0010972937202045631,0.6262864888768106,0.024073101897455155
2.104904144512021,0.04268626862851685,0.023559913571226342,0.04727774928762059,0.027884742037990393,0.003199760856792278,0.0013655598700075973,0.770377150300558,0.18594812824935483,2.6826104550149408,0.060830849136940444,7.349189652893176,0.3237991072125652,1.0,0.0,0.004520888725916545,0.0010764796552705238,0.6296889804307388,0.022733279305471085
2.0565123083486516,0.04666915980409568,0.02498767195169868,0.05115364912261011,0.028878824354122517,0.003652190503630595,0.0015829432084186691,0.7712702400124083,0.1856435067632369,2.6812208843833263,0.06121535936500703,7.351529582810167,0.3240759093603836,1.0,0.0,0.004629193743069967,0.001215943022720024,0.6306382699873522,0.023650856404535174
2.0092330025650473,0.05119270648086423,0.026018396970210023,0.05488908681552823,0.029955222623879712,0.0037937941312374246,0.001559281787619502,0.7719837198968273,0.18518133295023964,2.679178090230333,0.06137395655827586,7.352272516575494,0.32391339208769704,1.0,0.0,0.004590454101562499,0.0009298732439701568,0.6338995072004386,0.022914901793645994
1.9630406500402713,0.0554901575189781,0.02741597455291439,0.05873284599580854,0.03104350741460226,0.004358241056374195,0.0020319468386925197,0.7730679471655002,0.18490720131500346,2.677828238562379,0.06129423635326428,7.355225573368143,0.32233070908365874,1.0,0.0,0.004743208090464275,0.001343185355488268,0.6349352207756174,0.025061847612429647
1.9179102616724886,0.06036424817503028,0.02815109735387669,0.06250318956084391,0.032207756334551085,0.0046199727212637345,0.0020313186714595055,0.7739797395776256,0.1845685932793567,2.675794916790018,0.06190270442622053,7.356581482647728,0.3230412373648831,1.0,0.0,0.004548674623171488,0.001456116336719018,0.6384490205400126,0.022953899026867227
1.8738174228603843,0.0651107398005749,0.029099446903837915,0.0664764796168555,0.03326409993820147,0.0051037482294645,0.002278510111736155,0.7749944737626556,0.1842191112537903,2.674115292417532,0.0624625976482738,7.3590989158002555,0.3236478750558458,1.0,0.0,0.004588946302731832,0.0013622079359050536,0.6410045802374225,0.02216626627137718
1.8307382802953682,0.07028761116980159,0.029198844183097896,0.07043348763271548,0.03449671764876113,0.005587738898019506,0.002314762631179937,0.7760239902747672,0.18389496640091552,2.672217360314402,0.06229601830087179,7.361596605174571,0.3227051483332366,1.0,0.0,0.004408074220021566,0.001176195138481538,0.6446146131698139,0.018513636635014173
1.788649529057435,0.07589042241840346,0.02944255903812644,0.07425540404830286,0.03555945773286147,0.005864991999951683,0.0024313862119726025,0.7768792173044218,0.1835302339628958,2.6698905963293456,0.062634085002881,7.363026247595974,0.3231857318242818,1.0,0.0,0.004335736234982809,0.0011571782225428557,0.6482610341807721,0.01681213004088037
1.747528400007684,0.0813126956912314,0.0293770767364977,0.07826782753719028,0.036785474918035015,0.006598099487458993,0.0030389895116348822,0.7779427260773615,0.18336174196044971,2.668239024972692,0.06286768399573782,7.3667981368209166,0.32405399983168043,1.0,0.0,0.00418528159459432,0.0010503477315495714,0.6507522639972646,0.014877134016562212
1.7073526474706908,0.0872495183873317,0.029282739773997424,0.08186089386096244,0.038262965168828975,0.00722914799417289,0.002911627099867918,0.7789472144525914,0.18324391590281916,2.6662303075356903,0.06306507581002802,7.370052303221675,0.32489916952125597,1.0,0.0,0.004256272713343302,0.0009558687590261729,0.6538063338450757,0.015312801183934723
1.668100537200059,0.09407238167949901,0.029816620353386038,0.08472039100401976,0.03962409473769112,0.007408298615824592,0.0031313181266810325,0.7798569887159483,0.18307521585940725,2.663286084834339,0.06305140609438449,7.370991351837264,0.32479487888482417,1.0,0.0,0.00425338367621104,0.0009521083845568569,0.6573066110503343,0.01615377690062386
1.6297508346206444,0.10036559344532565,0.029840214697934374,0.08781551730351503,0.04127546216776182,0.008039417816696958,0.0034203359254060903,0.7809608978985954,0.18309712756198526,2.6612526059279795,0.06212706927662093,7.374313587281952,0.3224958542393063,1.0,0.0,0.004374284148216248,0.0011760376333909408,0.6597481858983284,0.016752953218310652
1.5922827933410924,0.107121006172617,0.0309104674997687,0.09223735963789537,0.04003696649483957,0.008575388354751919,0.003494065165564333,0.782039522346365,0.1829359497716582,2.6588931397295164,0.06238352893276797,7.377105490987498,0.32235886940645914,1.0,0.0,0.004435872634251913,0.001284199890951701,0.6621760364374095,0.01832816407161404
1.555676143930472,0.11404238906387729,0.03230188592539108,0.09469384368695669,0.04278917752922992,0.009360552625602031,0.003110594522470285,0.7833074558835846,0.18290208508536104,2.656916400279344,0.06313797671413161,7.381195082984365,0.3236489220939865,1.0,0.0,0.004422014355659485,0.0012519849064812078,0.6644138707742678,0.019370137238752614
1.5199110829529336,0.12108752960341942,0.03335527905440177,0.0972327656546823,0.045833468808822365,0.010267390936140808,0.0031579158380104643,0.7846139201649438,0.18246486294376424,2.6549745478845965,0.06334051845928547,7.3859277633406775,0.32301189845308825,1.0,0.0,0.004430590271949767,0.001152665969921287,0.666729866478559,0.019836924669395347
1.484968262254465,0.12854713942419824,0.03440515000751105,0.09982164642402916,0.04821743217801475,0.011177991094692901,0.0036215253965740735,0.7861041171490909,0.18222487579140811,2.652996557014022,0.062310354555499964,7.3907119461891515,0.32026654455438996,1.0,0.0,0.004445531368255614,0.0012823049721221542,0.6691323514999021,0.019961038883218877
1.45082877849594,0.13607645757521955,0.03508552613679444,0.10233111441125924,0.05029518465481826,0.012222151401613857,0.0035916259752321526,0.7876206407266068,0.18167008468079052,2.6510291387699665,0.06192639429194469,7.396208520983777,0.3175252885332601,1.0,0.0,0.00437763253847758,0.0011033103718659707,0.6713757195079402,0.020842028835159197
1.4174741629268053,0.14473977614771202,0.03659972827968244,0.10312646761494468,0.053799486924157265,0.012808576155733293,0.0033827650522819633,0.7890227597930297,0.18140462656096906,2.648077832477278,0.06240890717161793,7.399296721169558,0.3173900543231331,1.0,0.0,0.004343523184458414,0.001027952039091218,0.6742869005445032,0.021284960456871876
1.3848863713938733,0.15278775671027067,0.03763204576087502,0.104370315001391,0.0582869688974774,0.014026062013236931,0.003825242520151779,0.7907298603931608,0.18119640680224203,2.6461876137488565,0.06308615468134783,7.405628019013628,0.3186068249408779,1.0,0.0,0.0043085501591364535,0.0007673334441434436,0.6763447632931698,0.021070649661830882
1.353047774579807,0.16163139293491788,0.03998681916435613,0.10703611036474754,0.05958654719933567,0.015007713971068861,0.003860709401111249,0.7923798638790228,0.18120123007267078,2.6437286339720893,0.06382392723807719,7.410780579930251,0.3188805336179506,1.0,0.0,0.004268039663632711,0.0007542259206421682,0.6787759017997341,0.02141151703458384
