vals,w,v,tau,hat_w,hat_v,hat_tau,rs_loo_hc
10.000000000000002,0.0003634836504189695,0.005850406381413863,9.123209307264141e-06,0.7591823126455695,1.9516849955138544,3.8109989884592377,0.5222237540089779
9.770099572992253,0.0004896495064691155,0.006906804008777465,1.2289534154851592e-05,0.7592060507385159,1.9516412840264832,3.8110070992894314,0.5242255849933822
9.545484566618343,0.0006513304206465994,0.008100269652050199,1.6346894777903883e-05,0.7592364342601299,1.9515852922043604,3.81101749360182,0.5264182074456691
9.3260334688322,0.0008560227237557136,0.00943995169047348,2.1483187091764543e-05,0.7592748726741654,1.951514560751145,3.811030652851212,0.5287689643541074
9.111627561154894,0.0011121877072789268,0.010934492475215394,2.7910388840691195e-05,0.7593229467433722,1.9514263320687524,3.811047118947645,0.53128377343223
8.90215085445039,0.0014292558782689347,0.0125918914064907,3.586460833847864e-05,0.7593824187027807,1.9513175861418177,3.811067495655067,0.5339412651589379
8.697490026177835,0.0018176110313823034,0.014419372984376776,4.560560860078877e-05,0.7594552366464821,1.9511850786268305,3.811092449740781,0.5367886716552281
8.497534359086444,0.002288552677712064,0.01642325822921195,5.7415769172569324e-05,0.7595435154581651,1.9510253369089896,3.8111227034075807,0.539716734395266
8.302175681319746,0.0028542381306745747,0.018608848734518808,7.159851312761547e-05,0.7596495325522616,1.9508347102422612,3.8111590332328094,0.5427975618143545
8.111308307896874,0.0035276049108756906,0.020980323335105733,8.847621363492363e-05,0.7597757200653568,1.9506094250888244,3.8112022650933337,0.5460540576556265
7.924828983539174,0.004322273205770788,0.023540643079790737,0.00010838757612174618,0.7599246348395672,1.950345599941703,3.8112532661581833,0.5494279214820253
7.742636826811271,0.005252433470152545,0.026291478575760856,0.00013168461531066244,0.7600989510287081,1.95003932555308,3.811312937285609,0.5529364680850065
7.564633275546291,0.006332717842663752,0.029233146948690707,0.00015872920366520875,0.7603014278199385,1.949686694751514,3.811382205420626,0.5565258901063103
7.39072203352578,0.0075780609803566485,0.03236457038611824,0.00018988932624383622,0.760534888959304,1.9492838663534369,3.8114620145539995,0.5601977217679606
7.220809018385465,0.009003552263808673,0.035683252732624134,0.00022553509608562412,0.7608021986653777,1.9488271225275433,3.8115533118353477,0.5640283454094901
7.054802310718644,0.01062428036849773,0.03918526989428374,0.00026603456603255655,0.7611062291492344,1.9483129111663455,3.8116570442125655,0.5679170503134968
6.892612104349699,0.012455176894570227,0.0428652838181986,0.0003117494995356603,0.7614498374467347,1.947737903896243,3.8117741393571123,0.5718259192784442
6.734150657750822,0.014510857625371036,0.04671656889735232,0.0003630310855514797,0.7618358351035949,1.9470990398896952,3.8119055047935335,0.5758444851183765
6.579332246575682,0.016805467865504155,0.05073105908521793,0.0004202157556966745,0.7622669620342857,1.9463935679237714,3.812052007622917,0.5798672152752423
6.428073117284323,0.019352531253788417,0.05489940797696231,0.0004836211088523519,0.7627458601528729,1.9456190871829808,3.812214473785318,0.5839274242845002
6.280291441834254,0.022164806498495702,0.05921106526513651,0.0005535420570802261,0.7632750482073645,1.944773578243888,3.8123936739676,0.5880145917665327
6.135907273413174,0.02525415282147161,0.0636543657965151,0.0006302472276433375,0.7638568988554039,1.9438554325971371,3.81259031849004,0.5921555666068254
5.994842503189412,0.028631406358718622,0.06821663057669267,0.0007139756853461949,0.7644936150120829,1.9428634669060596,3.8128050418973087,0.5962848156073364
5.857020818056667,0.0323062687803617,0.07288427801948127,0.0008049340186646349,0.7651872131561459,1.9417969487028115,3.813038407758845,0.6004106674019255
5.722367659350217,0.036287209711776715,0.07764294392131661,0.0009032938350402803,0.7659395049587134,1.9406556019652705,3.8132908979759335,0.6045243550075813
5.590810182512224,0.04058138317731645,0.08247760745956012,0.0010091896817003535,0.7667520798795197,1.9394396037498067,3.813562902308303,0.6086332207725785
5.462277217684343,0.04519456023204071,0.08737272366726237,0.001122717446928196,0.7676262968688863,1.9381495956134658,3.8138547263811775,0.6127280593647498
5.33669923120631,0.05013107652029277,0.09231235774005181,0.0012439332189270924,0.7685632717335669,1.9367866688073705,3.814166582295848,0.616791117643487
5.214008287999686,0.05539379624347789,0.09728032144999864,0.0013728526370352743,0.7695638703645502,1.9353523549694507,3.8144985893565377,0.6208066150393656
5.09413801481638,0.06098409230781388,0.1022603094056436,0.0015094507289345166,0.770628704787707,1.933848613278128,3.814850776341615,0.6247333467322062
4.977023564332112,0.06690184107901524,0.10723603188047226,0.0016536621968125515,0.7717581270180169,1.9322778002041616,3.815223074004443,0.6286426540463038
4.862601580065355,0.0731454348386813,0.1121913468384847,0.00180538220978434,0.7729522345467308,1.9306426626288062,3.8156153297385567,0.6324674695615847
4.750810162102798,0.07971180667706561,0.11711038403637537,0.001964467582108456,0.7742108690451064,1.928946301881966,3.8160273023863236,0.6362511898439798
4.641588833612779,0.08659647041317423,0.12197766396546783,0.002130738378414572,0.7755336217325062,1.9271921483704084,3.816458668025202,0.639891022017621
4.534878508128582,0.09379357321111052,0.12677820873876053,0.002303979881887831,0.7769198399132178,1.9253839318761279,3.8169090244815043,0.6435106901303285
4.430621457583882,0.10129596021025673,0.13149764433090463,0.0024839448939710756,0.7783686361779137,1.923525652937434,3.8173778984556055,0.6470848795186412
4.328761281083059,0.10909524842651425,0.13612229181618934,0.002670356290215682,0.7798788954020348,1.9216215414673186,3.817864743262731,0.6505406050489532
4.229242874389499,0.11718191233485162,0.1406392505260926,0.0028629098619415063,0.7814492911850821,1.9196760388464056,3.8183689566269914,0.6539000033533734
