vals,w,v,tau,hat_w,hat_v,hat_tau
10.000000000000002,0.08451924866379633,0.053884732825670134,0.0010249930341248016,0.7651804487489279,0.9470266043235491,0.9279597732005013
9.545484566618343,0.09302001289791981,0.05604229873322741,0.0011256087587875685,0.7669169080669642,0.9455701373818145,0.928024368635358
9.111627561154894,0.10191630658610315,0.05808047033817392,0.0012304277462434042,0.7687381715764106,0.9440703249835858,0.9280916883196773
8.697490026177835,0.11119534721247129,0.05999431213090021,0.0013392365408421828,0.7706424776774057,0.9425327567026095,0.9281616176465677
8.302175681319746,0.12084358292986797,0.06178046490781541,0.0014518132675089147,0.7726279240696976,0.9409632131947627,0.9282340403523437
7.924828983539174,0.13084682317916171,0.06343703806110135,0.0015679301352945515,0.7746924884110153,0.939367625487209,0.9283088409112945
7.564633275546291,0.1411903482449309,0.0649634940909958,0.0016873569683335504,0.776834043310296,0.9377520351137363,0.928385906830381
7.220809018385465,0.1518590001537363,0.06636052990422471,0.0018098685821543693,0.7790503689267495,0.9361225583242139,0.9284651333477949
6.892612104349699,0.16283725673095556,0.06762995962841034,0.0019352630584559796,0.7813391654076626,0.9344853564063975,0.9285464350873385
6.579332246575682,0.17410929023021693,0.06877460562354547,0.0020634061932060994,0.7836980694554614,0.9328466168943057,0.9286297745494156
6.280291441834254,0.1856590113608363,0.06979820923267056,0.0021943307536383436,0.7861246834621836,0.9312125561574522,0.9287152265111742
5.994842503189412,0.19747009694278586,0.0707053816014513,0.0023284369251983577,0.7886166239614829,0.929589451202428,0.9288031056190102
5.722367659350217,0.20952600343220673,0.07150163063663796,0.0024668583484341255,0.7911716192141002,0.9279837414412413,0.9288942069768302
5.462277217684343,0.22180996023118565,0.07219351791520147,0.0026120682733818427,0.7937876566460031,0.9264022003462896,0.9289901992959466
5.214008287999686,0.23430494716105751,0.07278902337422712,0.0027687926270028047,0.796463211638804,0.9248522211141712,0.9290942239703865
4.977023564332112,0.24699365912521468,0.07329821270880221,0.0029452625828516247,0.7991975615747049,0.9233422231553596,0.9292117219953264
4.750810162102798,0.2598584688195931,0.07373430860506121,0.0031547767499802296,0.8019911812226699,0.9218821767739579,0.929351474964073
4.534878508128582,0.27288140484258977,0.07411524934866483,0.003417460117244775,0.8048461949550092,0.9204842160638942,0.929526792501609
4.328761281083059,0.28604416831698154,0.07446576668622934,0.0037620210071155815,0.8077668406896534,0.9191632817970823,0.9297567215989668
4.132012400115338,0.29932821029748075,0.07481991984974869,0.004227242098069418,0.8107598809301092,0.9179377120905988,0.9300671084174357
3.9442060594376556,0.3127148963003722,0.0752238809433849,0.00486292022349369,0.813834896421431,0.9168296876116839,0.9304913220391529
3.7649358067924688,0.32618575345024875,0.07573858054678254,0.005730006782597731,0.8170043814775997,0.9158654375215967,0.9310704706569577
