vals,w_mean,w_std,v_mean,v_std,tau_mean,tau_std,hat_w_mean,hat_w_std,hat_v_mean,hat_v_std,hat_tau_mean,hat_tau_std
4.0,0.01633694055912073,0.005974780186917191,0.02034532642641995,0.005231099298470089,0.0013169575770079725,0.0003873731841191052,0.7663515220695197,0.07775367939443255,1.927338729837054,0.03352119692720661,3.749883622166335,0.12640613038702686
3.916858388984005,0.018103334685369177,0.006331000989455522,0.021776480632051346,0.005296390235601645,0.0014031054000839779,0.0003735885422451682,0.7666985476286357,0.07770585463381634,1.9266612316116718,0.033612014312233034,3.750104978005985,0.12639291047659076
3.835444909838595,0.0199419342523366,0.006685003541523479,0.02322394514455005,0.005372115153681265,0.0015161051727578805,0.0004274127157724663,0.7670752621600466,0.07770755250518614,1.9259805941586514,0.03370457197897567,3.7503947114171985,0.1263685487217085
3.7557236426468252,0.021838396393512295,0.007049210379371156,0.024701453026437514,0.005458372392632696,0.0016486427803014672,0.0004592026888391827,0.7674748909469687,0.07770244745710443,1.9252946412309562,0.033753774312411784,3.7507354257893177,0.1262409976966721
3.6776594141016963,0.02382052780618163,0.007430368200981559,0.02618613664591437,0.005534908344260588,0.00181897392969503,0.0004737185279545746,0.76791437644444,0.07765873166911569,1.924598258415271,0.03386692557384875,3.751173167745128,0.1261881140065009
3.6012177819875575,0.02601643321110003,0.007716924336397598,0.027620125036253728,0.005626839021948617,0.0019003036954518882,0.00048693034555824944,0.7683276927738101,0.0776207902497754,1.9237458822812783,0.03401462639013537,3.751380436485974,0.12622619115010367
3.526365019984085,0.028218528290791203,0.00805885288328859,0.029090204516993113,0.005769110339028867,0.002071006855546118,0.0004333145019797089,0.7687943775218176,0.07757101103721993,1.9229631003971823,0.034193071058142885,3.7518158345042307,0.126347946134637
3.453068102786103,0.03057540927353892,0.008403537486795832,0.030542019486183163,0.005839289147519239,0.002211456060657698,0.00041979404196676754,0.7692508317327982,0.07749920147585622,1.9220985273616664,0.034389940339277454,3.7521733361902005,0.12654994775341066
3.3812946915327076,0.03303715665315941,0.008655741505998385,0.03196893316047809,0.006069022357293652,0.0023732543707152003,0.00041782028517188633,0.7697444860331994,0.07746002315578751,1.921218223052649,0.03448231372154433,3.7525860217625087,0.12660209234365327
3.3110131195392425,0.0356359780171294,0.008873143665294007,0.033370131276740336,0.006321119489767322,0.0025118503613961655,0.00045399367370852503,0.7702275711209055,0.07741452494113933,1.9202696219670619,0.03453386465173662,3.752940052709019,0.12657989708449274
3.2421923783258464,0.03831677630666053,0.009174448561731526,0.03476404061586687,0.006596447634581147,0.0026633331418473355,0.0004562332966517822,0.7707223343650397,0.07734694617647665,1.9193017646013033,0.03459761976034208,3.7533270550853666,0.12654810785726875
3.1748021039363987,0.041089914938722404,0.009426390024813049,0.03617278442027206,0.0068517356968370415,0.0028182845496074636,0.0005024818645871539,0.7712353562319966,0.0772685609960892,1.9183059268381557,0.0345922748426959,3.7537243942819005,0.12635985775703326
3.1088125635418384,0.044030432636764275,0.00968145033548295,0.03750277525501562,0.007185728235319039,0.002910509711970458,0.0005294008735824201,0.7717293502798941,0.07717441072193905,1.9171983079933554,0.03465084559359748,3.7539594384922492,0.1262788686996483
3.0441946423219304,0.0469338974037959,0.009936943917094324,0.03893457893230621,0.007531706939300461,0.003102613190871033,0.0005389693097082119,0.7722823850967209,0.0770819184146342,1.9161881561504688,0.03479176778742205,3.754449708229891,0.12636185362146166
2.9809198306197047,0.049991931654150834,0.010266384499591639,0.040270033525386835,0.007971138496086995,0.0032699494589377544,0.0005388502995684816,0.7728357240988732,0.07696184452306085,1.9151039251148183,0.03490864957931156,3.7548763996729235,0.12639868567783671
2.9189602113628923,0.05320489188750625,0.01058634588232036,0.041518840235738076,0.008529728768280538,0.0033811744343639587,0.0005651609098100974,0.77338209301698,0.07684645130819924,1.9139250553192,0.03501677154795521,3.7551590910855257,0.1264249348101097
2.8582884477468173,0.05645301161543185,0.01088802097413575,0.04280568735277367,0.009131843623799258,0.003524955813103688,0.0005812826084865846,0.7739638417205339,0.07674889589005568,1.9127691948005086,0.035067461743905314,3.7555255092749156,0.12633369915097065
2.7988777711732986,0.059721463131240125,0.011292830031638468,0.044068150629507655,0.009981324257437628,0.0037454039853604838,0.0006255799916702149,0.7746008544961762,0.07666618270427254,1.9116719451028252,0.03523417999627579,3.7560869993057606,0.12647577039397231
2.7407019694402477,0.06314280055347915,0.011684867399364201,0.045168369863510964,0.011231699027006907,0.003919245899761294,0.0006628023248305261,0.7752255215094259,0.07656828811244534,1.9104862139547254,0.03543669997254899,3.7565284380344446,0.126717150925212
2.6837353751767545,0.06665655242913328,0.012067581483757141,0.04641872639950569,0.011843768407111804,0.004096893779365875,0.000702859526522855,0.7758641329615652,0.07645071729784804,1.9092753484767946,0.03557820773598958,3.756980164183316,0.1268799494720827
2.627952854518552,0.07018537940211764,0.012359416476914563,0.04773066962839891,0.0124966493621185,0.004342194050827456,0.0006841100290983013,0.7765582443212631,0.07636736015664135,1.908123474964916,0.03552286210953567,3.7576070287831738,0.1266481603183358
2.5733297960188635,0.07387683987128722,0.01259791246914952,0.04893211802730964,0.01322959539756336,0.004539247661762134,0.0006957973275743295,0.7772399599911789,0.07625870291169419,1.9068737134018052,0.03556082041892921,3.7581089867335438,0.12659363897246895
2.5198420997897464,0.07759465963203353,0.012976694453703506,0.05016218724230893,0.013924114367734691,0.0047967174705512245,0.0007239646841430004,0.7779702162485762,0.07613773088748398,1.9056703675606819,0.035623939698552404,3.75876479798223,0.12654558136699107
2.467466166869135,0.08137621967342659,0.013164194839938127,0.05136847550050265,0.014781860121729455,0.005082361674406621,0.0007661117582443463,0.7787184960243474,0.0759830247037526,1.9044733351571477,0.035585060239901864,3.759493755373953,0.12630738090428517
2.416178888808895,0.08536629432945497,0.013417267913565505,0.052338273000461885,0.0157738098906495,0.005306946821010038,0.0007617259001600922,0.7794495227427831,0.07582321623690334,1.9031496467402989,0.035686138432386515,3.7600642897671106,0.12632713124280462
2.3659576374792928,0.08930910793435114,0.013809097217151267,0.05327094433833758,0.01724093520903322,0.005654123504832896,0.0008110179802688976,0.7802601219409382,0.07566656461123411,1.9019478067232318,0.035888815204182495,3.7609467838372366,0.12655155734229384
2.3167802550853867,0.09336302979268969,0.014216798299268913,0.054349180649390275,0.018301433559404022,0.0060202114644707875,0.0008802818755417947,0.7811046321401933,0.07556673530982401,1.9007358869235744,0.03589074598382988,3.7618799436623833,0.12642162221285724
2.2686250443909253,0.097325563438342,0.014389836328899187,0.055773477813148495,0.018998903413394507,0.006563419761715657,0.0009537863717953213,0.78204466312622,0.075453076466743,1.899699045412151,0.03585990847198004,3.7632674214889583,0.12626594380153575
2.221470759145452,0.1015314325099637,0.01487547006799534,0.05684018561231147,0.01999843920028598,0.0070603909452982205,0.0010073489522697363,0.7829634788763146,0.0753254894995791,1.8985378782441853,0.0359688099530331,3.764534299302075,0.12631466843125186
2.175296594710382,0.10591959722989994,0.015195440182259427,0.05766573944230124,0.02144889490938839,0.007531283381100467,0.001139177979387068,0.7838859103318156,0.07517612824068182,1.8972928264991862,0.035915407208088085,3.765737243130887,0.12606353203381046
