vals,w_mean,w_std,v_mean,v_std,tau_mean,tau_std,hat_w_mean,hat_w_std,hat_v_mean,hat_v_std,hat_tau_mean,hat_tau_std,flags_mean,flags_std,times_mean,times_std
10.000000000000002,0.03529656787074291,0.0054123229335139855,0.030158539045378872,0.003665111915920658,0.000255520491865949,8.20130927425427e-05,0.7711955604763199,0.032721397435694216,1.3586369371546188,0.012878024732081212,1.8766658034966792,0.033847120260573176,1.0,0.0,1.2732725069920219,0.27284147587024415
9.701933262266492,0.03794704142973316,0.005567241334519851,0.03165758320211503,0.0038227586908092946,0.0002788127382657841,8.048379409844346e-05,0.7716908133442887,0.03263625860440257,1.3578913123200298,0.012897291168207774,1.8766956354772315,0.033829276321691255,1.0,0.0,1.177803617914518,0.3628030047746825
9.412750902547295,0.04074323345743573,0.005724663699759653,0.0331215573658792,0.003961552460129605,0.0003204879924659398,6.184781630805339e-05,0.7722327632334853,0.032581499675423085,1.357114778545492,0.012931249871302118,1.876748774676225,0.03384484521839342,1.0,0.0,1.1231882572174074,0.24041911126857193
9.132188107085252,0.043706405884771767,0.005941969084555747,0.034537887388776806,0.004032875942077981,0.00037284889225904893,7.742237006509477e-05,0.772808896681547,0.032518159954367326,1.3562972494755858,0.012966646482770168,1.8768157607152667,0.03384029290418594,1.0,0.0,1.137835331360499,0.2650195971388324
8.859987955340486,0.04687739503036391,0.006178569357587677,0.03586324999798858,0.004182762244965102,0.0004002792649417569,7.265854815051423e-05,0.7733933325132498,0.03244001042274348,1.3554100705735035,0.012998012422199107,1.87685071995659,0.03384031893642009,1.0,0.0,1.1707452551523845,0.27324526807987337
8.595901184719835,0.05017500799031475,0.006384246096878857,0.037185626380532535,0.004430869173310813,0.0004194646087583431,8.06701162842806e-05,0.7739966197642272,0.03235704442369267,1.354490036157197,0.013024461367213507,1.8768750841514568,0.03384323720509184,1.0,0.0,1.1919973836342495,0.23699080708859674
8.33968596231893,0.05361114334939079,0.006621637339878852,0.03848082913391741,0.0046126444568767525,0.0004870560569124263,9.510103026785959e-05,0.7746646498315221,0.032284648648909064,1.353558475257453,0.013045694405454493,1.876961103628273,0.03385132065732967,1.0,0.0,1.1988707878192266,0.22193496209344524
8.091107663467895,0.05725140148159293,0.00688915934122178,0.039687769844129216,0.004881127772488284,0.0004989007382409554,9.741647758358918e-05,0.7753352045874411,0.03219513673539966,1.3525454741561125,0.013065316968680128,1.8769760554342312,0.03385143899938042,1.0,0.0,1.2435240958134333,0.240368091654807
7.84993865687785,0.06094195938454947,0.007206682321032612,0.04097327847157276,0.005178605694456968,0.000540971146300939,9.170076497672822e-05,0.7760375358264209,0.03210966345117038,1.3515458336633155,0.013085308430502002,1.877029706118785,0.033837081792425706,1.0,0.0,1.2649605025847754,0.282003977441259
7.615958096191474,0.06481201344846935,0.007422362895378829,0.042197103403529286,0.0054671706661498605,0.0005950878430607152,9.020417543735164e-05,0.7767722087053958,0.03201651911200058,1.350506325407244,0.013120036885908045,1.8770984124290162,0.03386670146563099,1.0,0.0,1.2467338571945825,0.3597259840920636
7.388951717746785,0.06886460945374598,0.007684761254769379,0.04332646377158065,0.005831071613670171,0.000630311637757963,0.00011585629422120839,0.7775272088428511,0.03195069655552813,1.3494120700135013,0.013123761344412156,1.8771430782195488,0.03387398708602513,1.0,0.0,1.2010626538594564,0.3366366389293438
7.168711644368867,0.07303023131602869,0.007951692258686938,0.044458536725985015,0.006218976327379726,0.0006774337208457265,0.00012331578299293742,0.7783238838199116,0.03188473395140858,1.34830191750423,0.013120406211374478,1.8772032721966514,0.03385312168217127,1.0,0.0,1.191964103182157,0.2980588613788986
6.95503619500994,0.07735691062758407,0.008245165174550005,0.04552985842580925,0.006658163500311097,0.0006933668278248628,0.000126223568111023,0.779143907624353,0.03182230260587207,1.3471400656601622,0.013135922901311142,1.877223388598844,0.03385330728396248,1.0,0.0,1.1772801363468168,0.3185821836265472
6.747729700063433,0.08174782009652201,0.008582445997627511,0.04666238625554887,0.007133868751559144,0.0007433720552398632,0.00014459983400467836,0.7800032180988781,0.03177392791576218,1.3459912959805957,0.013161934893205234,1.877287050254307,0.03385952134447205,1.0,0.0,1.2283759005864465,0.32797899668405145
6.546602322182891,0.08628590534309957,0.008790619745807327,0.04773895359732579,0.007643578823790599,0.0008413290283281642,0.00011065606534312534,0.7809363898365093,0.03173149771224053,1.3448333195220106,0.013165195461318857,1.877411827326167,0.03387306638592744,1.0,0.0,1.274316102663676,0.3944801215489438
6.351469882441723,0.09106567771524357,0.009080934944336996,0.04863334000202234,0.008118857669813018,0.0008724931925152033,0.00010893130074605738,0.7818656872342138,0.0316938505967002,1.343583066959409,0.013171733445931264,1.8774513186099213,0.033877537810495933,1.0,0.0,1.1998292469978329,0.34166434224497944
6.162153691674519,0.09596535856200586,0.009382102595681837,0.04952787461414154,0.008589911668037683,0.0008924165078291726,0.00011144125612900737,0.782804366276378,0.031654633401437295,1.3423109362674364,0.013174893683668842,1.8774765273115321,0.033878285859799885,1.0,0.0,1.1788269170125325,0.31429382701940267
5.978480386845528,0.1009551577638386,0.009695676532513103,0.05044985349241686,0.009078091392997673,0.0009372995406153273,9.971168705464779e-05,0.783774930631908,0.03160981053443068,1.3410432949910982,0.013179290269992391,1.8775337495776008,0.033878036011745646,1.0,0.0,1.1618260210752487,0.34068283507029185
5.800281772294445,0.10604194624127775,0.010035251510460991,0.05138840516832712,0.009561516443724959,0.0010087692783613826,8.08710463127607e-05,0.7847876287775053,0.03155687955103916,1.3397784209095904,0.013187210479938264,1.8776247474082528,0.033868081849840845,1.0,0.0,1.1831969759861627,0.3615484367967646
5.627394665714152,0.11130931876000567,0.010287466487551841,0.05222008168883975,0.010095492080798801,0.0010440850858214426,5.7037710076523835e-05,0.7858187812171529,0.031499635016800455,1.3384611469277272,0.013181032356206657,1.8776697502303912,0.03385249621673302,1.0,0.0,1.3125383446613947,0.3744424392607227
5.459660748719315,0.1166847580668539,0.010555825960629726,0.053059428086751584,0.01062029899766611,0.001080272612004935,7.859441338502552e-05,0.786874377088747,0.03144064331186053,1.3371345030409214,0.01318200020479619,1.8777159513219295,0.03383549003126185,1.0,0.0,1.27422860622406,0.39418630241734604
5.2969264218690695,0.12216694192523496,0.010819920514626396,0.053909136323751126,0.011172841310315191,0.0011039453930686651,8.031119561479897e-05,0.7879434320843185,0.03138592603188726,1.3357931599514221,0.01319492373826495,1.8777461158665745,0.033835335710306794,1.0,0.0,1.2961750759681065,0.4197876384744334
5.139042664010976,0.1276836204198277,0.01111104794059156,0.05487573685913286,0.011671010721501566,0.001210596576333142,0.000182992886509199,0.7890797335347239,0.03135681764037796,1.334503022666944,0.013222392034418958,1.8778818622649804,0.033862289341179665,1.0,0.0,1.3088920861482618,0.3653516450550498
4.9858648958174685,0.13341037702733635,0.011353204108663303,0.05562485369352832,0.01235904614031792,0.001264677987590198,0.00018839099032447223,0.7902170195738784,0.03131658689586734,1.3331442655466117,0.013212899880436231,1.8779509765609408,0.03383963812135227,1.0,0.0,1.2195074143012365,0.35290043352583106
4.837252847389834,0.13927636265587773,0.011589270974504726,0.05633202899669056,0.01302533790535942,0.0012916596723049733,0.00019241100499280546,0.7913577044042507,0.03127590878955173,1.3317552143386162,0.013221893436114985,1.8779855200516935,0.033839623228545355,1.0,0.0,1.1907109340031943,0.3684434556960029
