vals,w,v,tau,hat_w,hat_v,hat_tau
10.000000000000002,0.041326941410056106,0.05987227348589034,0.0005046410892065527,0.7790167446840162,1.3674958359012854,1.902506426209496
9.701933262266492,0.04651636016878726,0.06387211088180973,0.0005672789024632341,0.7800517232759816,1.3661887608414895,1.902586029171663
9.412750902547295,0.052090240218569235,0.06788752636932398,0.0006343778253343332,0.7811638502861833,1.3648028896014641,1.9026712944169377
9.132188107085252,0.05804942146199016,0.07189993424204481,0.0007059098005704679,0.7823538131107143,1.363340737925495,1.9027621962999117
8.859987955340486,0.06439266317449015,0.07589106970098582,0.0007818192067182257,0.7836219485640384,1.3618054106332167,1.9028586767814766
8.595901184719835,0.0711167156652934,0.07984318070294229,0.0008620241066442937,0.7849682545334937,1.3602005710388343,1.9029606501044065
8.33968596231893,0.07821641125096415,0.08373919945522737,0.0009464177836765942,0.786392394669739,1.3585303867294822,1.903067998703972
8.091107663467895,0.08568477855740605,0.08756289715172542,0.0010348705821921485,0.787893723472777,1.356799503186602,1.9031805852874748
7.84993865687785,0.09351316756475685,0.0912990141330899,0.0011272319161272587,0.7894712963303667,1.3550129826014279,1.903298249512454
7.615958096191474,0.10169138878366073,0.09493336983542038,0.0012233324554528845,0.7911238899125776,1.3531762557494091,1.9034208124213312
7.388951717746785,0.11020786065649496,0.09845295051916395,0.0013229864155399269,0.7928500222997201,1.3512950692468708,1.903548079422298
7.168711644368867,0.11904976250566007,0.10184597549626309,0.001425993905086162,0.7946479741060225,1.3493754320185891,1.903679843249173
6.95503619500994,0.12820319070443753,0.10510194294278778,0.0015321432925457996,0.7965158117324169,1.347423564434977,1.9038158882470853
6.747729700063433,0.13765331201015404,0.10821165469151398,0.0016412135216538654,0.7984514032534932,1.345445834388245,1.9039559875215222
6.546602322182891,0.1473845203750429,0.11116722583709679,0.0017529764131067201,0.8004524496566046,1.3434487220410851,1.9040999138825123
6.351469882441723,0.15738058360015672,0.11396207480552464,0.0018671988240840762,0.8025165003001696,1.341438758865272,1.9042474366928879
6.162153691674519,0.16762478686564256,0.11659090016885025,0.001983644714035826,0.8046409755921204,1.3394224826587684,1.9043983253959518
5.978480386845528,0.17810006824591987,0.11904964422711836,0.0021020770672109013,0.8068231873769993,1.3374063924559594,1.9045523514319784
5.800281772294445,0.18878914571183,0.1213354455391904,0.002222259662001701,0.8090603584274056,1.335396906398869,1.9047092899070737
5.627394665714152,0.19967463488277398,0.12344658230310641,0.0023439586777800627,0.8113496413052941,1.3334003238475383,1.904868921669998
5.459660748719315,0.21073915658077394,0.12538240810325985,0.002466944128461404,0.8136881340100717,1.33142278556992,1.9050310317883108
5.2969264218690695,0.2219654352172785,0.12714328252814103,0.002590991135602262,0.8160728989510769,1.3294702484383922,1.9051954146429964
5.139042664010976,0.23333638586274028,0.12873049709007706,0.002715881021571051,0.8185009759105224,1.3275484523484353,1.905361871828123
4.9858648958174685,0.24483519191335273,0.13014619886537374,0.0028414022465453165,0.8209693963179978,1.3256628965406447,1.9055302133924314
4.837252847389834,0.25644537315844873,0.13139331282364566,0.002967351194729229,0.8234751960167799,1.3238188181161124,1.9057002579743094
