alphas,w,v,tau,hat_w,hat_v,hat_tau
2.3167802550853867,0.09811183639538414,0.06188648240990985,0.00549384701358358,0.7701445891738681,1.9099811817954573,3.7875916989026077
2.2686250443909253,0.10215311089074719,0.0630875948484237,0.005891667606253164,0.7711397968064029,1.9088479203513489,3.7886035338507
2.221470759145452,0.10626928602443836,0.0642919164707031,0.006344089360604398,0.7721660772621184,1.9077348585038656,3.7897542766243393
2.175296594710382,0.11045862192115875,0.06550375504965796,0.006860932642822205,0.7732257118342195,1.9066498776181837,3.7910688835833044
2.1300821788799253,0.11471927706738548,0.06672823261550073,0.007453239066168697,0.7743212762151515,1.9056017263729035,3.7925754007643677
2.085807562892791,0.11904931011003411,0.06797134179210021,0.008133293482049948,0.7754556429934073,1.9046000330711244,3.794305014525284
2.042453212630728,0.12344668343224902,0.06923999027396822,0.00891462447249489,0.7766319778798051,1.9036553012929425,3.796292044311589
2.0,0.12790926770616667,0.07054202891665412,0.009811981768943252,0.7778537292218013,1.9027788907398784,3.7985738845075585
1.9584291944920027,0.13243484978955145,0.0718862595255075,0.010841290076241508,0.7791246103220857,1.9019829743474395,3.8011908660821945
1.9177224549192975,0.13702114089146092,0.07328241748373661,0.012019579292675922,0.7804485747670928,1.9012804822540075,3.804186074695379
1.8778618213234128,0.14166578715056802,0.07474112608275582,0.013364892435458462,0.7818297847776488,1.9006850251833072,3.8076051011173933
1.8388297070508484,0.14636638152953996,0.07627381972286759,0.014896173279759665,0.7832725731733655,1.9002108017732229,3.8114957400593195
1.800608890993779,0.15112047689748304,0.07789263479497849,0.016633136638159855,0.7847813997282357,1.8998724914038532,3.8159076432652084
1.7631825099920426,0.15592559996857172,0.07961026882776044,0.01859612491506443,0.7863608029818538,1.8996851352863127,3.820891936469212
1.7265340513930516,0.16077926588818392,0.08143981061500422,0.02080595514266023,0.788015348838689,1.8996640087486054,3.826500809890059
1.6906473457663542,0.16567899216173285,0.08339454601578546,0.02328376085069501,0.7897495772867662,1.8998244908265414,3.832787103069948
1.6555065597696215,0.17062231386846835,0.08548774694969924,0.026050833796865663,0.7915679492485195,1.90018192927484,3.839803874977786
1.6210961891629234,0.17560679681139738,0.08773245170433397,0.029128469562711038,0.7934747947318501,1.9007515128165138,3.847604000233324
1.5874010519681996,0.18063005058884482,0.09014124698780074,0.032537821592166116,0.7954742642773036,1.9015481486572132,3.8562397816224943
1.5544062817709194,0.18568974050258086,0.09272606184048214,0.036299767231781375,0.7975702850732578,1.9025863510636842,3.865762597510757
1.5220973211609652,0.1907835983210442,0.09549798321360016,0.040434788867229086,0.799766523066272,1.9038801435590536,3.8762225911670525
1.4904599153098523,0.19590943198622668,0.0984671016308624,0.04496287255121471,0.8020663521523175,1.9054429767304708,3.8876684072381797
1.4594801056814464,0.20106513334407206,0.10164239291144181,0.04990342540001423,0.8044728308136215,1.907287664739012,3.9001469865003138
1.429144223873409,0.20624868617002265,0.10503164024985266,0.05527521328483367,0.8069886873615078,1.9094263372553386,3.913703403797734
1.3994388855866493,0.21145817159122043,0.10864139669618748,0.061096317957981455,0.8096163127079206,1.911870412030428,3.928380771778645
1.3703509847201238,0.21669177316430405,0.11247698694943473,0.06738411372483896,0.8123577610929855,1.9146305833422876,3.9442201915917954
1.3418676875883775,0.22194778081896857,0.11654254432306763,0.07415526226539534,0.8152147578242949,1.917716826486873,3.961260753677611
1.3139764272592762,0.22722459402886083,0.12084107748804272,0.08142572415324774,0.8181887132847441,1.9211384160022578,3.979539581791095
1.2866648980094317,0.23252072342166008,0.12537456022068733,0.08921078474863971,0.8212807417195155,1.924903956299739,3.9990919197953883
1.2599210498948734,0.2378347930074532,0.1301440382632916,0.09752509341863287,0.824491684800238,1.9290214199750138,4.019951241632428
1.2337330834345674,0.24316554029901968,0.1351497457171282,0.10638271251816275,0.8278221373619354,1.9334981943829803,4.0421493953830865
1.2080894444044474,0.24851181643886497,0.14039122592678266,0.11579717493177683,0.8312724752761977,1.9383411317380745,4.065716761832883
1.1829788187396464,0.25387258570003773,0.1458674516673855,0.12578154774681327,0.8348428841043689,1.943556601359986,4.090682425842446
1.1583901275426935,0.2592469237648271,0.15157694035630342,0.1363484995947567,0.8385333871657198,1.9491505422579825,4.11707435790796
1.1343125221954626,0.2646340167445934,0.15751786236724824,0.14751037115105328,0.8423438735385036,1.9551285134471204,4.144919591082381
1.110735379572726,0.27003315846664594,0.1636881392026711,0.15927924549716696,0.846274123699786,1.9614957418860923,4.174244401960593
1.0876482973551913,0.27544374805270644,0.17008553139699897,0.17166701831282605,0.8503238336661609,1.9682571660759338,4.205074482126072
1.065041089439963,0.2808652864256395,0.17670771488789647,0.1846854656914424,0.8544926363043699,1.9754174750017808,4.237435104031275
1.0429037814463957,0.28629737356987417,0.1835523470088512,0.198346310160473,0.8587801210173456,1.9829811420715269,4.271351271861205
1.021226606315364,0.2917397044143288,0.19061712118900215,0.21266128237111967,0.8631858500441192,1.9909524539424999,4.30684786539951
1.0000000000000002,0.29719206509670654,0.19789981213389551,0.22764217942286646,0.8677093727612625,1.9993355344733463,4.343949769184702
0.9792145972460016,0.3026543284146623,0.2053983115020016,0.24330091833598994,0.872350237068439,2.008134363814012,4.382681991622058
0.9588612274596487,0.3081264501041312,0.21311065622211087,0.25964958618048917,0.8771079994686076,2.0173527940029814,4.423069769212589
0.9389309106617064,0.31360846403508413,0.2210350489601693,0.2767004847954908,0.8819822323141884,2.0269945605830637,4.4651386630890455
0.9194148535254243,0.31910047790811275,0.22916987286444138,0.29446617182299845,0.8869725298603048,2.0370632917749436,4.508914643882516
0.9003044454968896,0.32460266835584317,0.23751370056167811,0.31295949691174263,0.8920785123010713,2.047562514916999,4.554424169295115
0.8815912549960213,0.330115276980987,0.24606529959869824,0.332193635259756,0.8972998295535595,2.0584956624452806,4.6016942521076
0.8632670256965258,0.3356386056219993,0.2548236335415944,0.35218211657951226,0.9026361632804109,2.0698660761069227,4.650752524057583
0.8453236728831772,0.34117301173139375,0.26378786011710326,0.3729388507949813,0.908087228191147,2.081677010614223,4.701627294409782
0.8277532798848108,0.34671890459460525,0.27295732781470694,0.3944781520082495,0.9136527736417446,2.093931638527044,4.7543476036886005
0.8105480945814617,0.352276740977905,0.282331570001375,0.4168147589598687,0.9193325841378978,2.1066330545135274,4.80894327599732
0.7937005259840998,0.3578470209602134,0.29191029768308957,0.43996385330763527,0.9251264796477566,2.1197842801392794,4.8654449692786965
0.7772031408854598,0.3634302846806828,0.3016933922278523,0.4639410774465546,0.9310343167196936,2.133388271007564,4.923884224002678
0.7610486605804827,0.3690271082748144,0.31168089627146367,0.4887625491043766,0.9370559884383701,2.147447922790792,4.984293512422613
0.7452299576549262,0.3746381009942757,0.32187300549047515,0.5144448765829985,0.9431914256346171,2.1619660802684493,5.046706287275189
0.7297400528407233,0.3802639019743768,0.3322700595441179,0.5410051721003504,0.9494405975459304,2.176945546043802,5.11115703141828
0.7145721119367046,0.3859051772463586,0.3428725330217795,0.5684610644558441,0.9558035126338634,2.19238908993489,5.17768130799489
0.6997194427933248,0.3915626175780782,0.35368102743632757,0.5968307126174511,0.9622802203207481,2.208299460576078,5.246315811425625
0.6851754923600619,0.3972369357623797,0.36469626230666574,0.6261328173285957,0.9688708118717548,2.2246793953131556,5.317098419168845
0.6709338437941889,0.4029288649259689,0.37591906775136946,0.6563866344443096,0.9755754224129493,2.24153163247433,5.390068244272975
0.6569882136296381,0.4086391566093066,0.3873503767422638,0.6876119872693205,0.9823942324559699,2.2588589223535283,5.465265688425188
0.643332449004716,0.4143685790655718,0.3989912176671114,0.7198292789392758,0.989327469467641,2.2766640378436342,5.542732495267947
0.6299605249474366,0.4201179162732733,0.41084270817049096,0.7530595064105865,0.9963754101244916,2.2949497862855814,5.62251180419077
0.6168665417172838,0.425887966452306,0.4229060481072766,0.7873242728067951,1.0035383816183558,2.313719018417916,5.70464820366862
0.6040447222022238,0.43167954146674087,0.4351825141641423,0.8226458021136834,1.010816763830463,2.332974638948145,5.78918778482022
0.5914894093698233,0.4374934657140407,0.4476734535076056,0.8590469522176424,1.018210990490597,2.3527196138895095,5.876178194108785
0.5791950637713467,0.44333057577065654,0.46038027898838835,0.8965512302512445,1.0257215510033866,2.372956979149183,5.965668685937997
0.5671562610977314,0.4491917195320112,0.47330446333783965,0.9351828063286216,1.0333489912504088,2.3936898457961275,6.057710174160089
0.5553676897863631,0.455077755990039,0.48644753482264624,0.9749665295433759,1.0410939148902787,2.414921406358756,6.152355283250904
0.5438241486775957,0.46098955449835227,0.4998110718438668,1.015927942362354,1.0489569836296826,2.436654937807889,6.249658398320578
0.5325205447199814,0.4669279945747158,0.5133966989198672,1.0580932972507862,1.0569389178675999,2.458893805485028,6.3496757146858815
0.5214518907231979,0.47289396520863847,0.5272060816334259,1.1014895717857855,1.0650404963562123,2.4816414639005724,6.452465286318514
0.5106133031576822,0.4788883644716822,0.5412409224854781,1.1461444853173821,1.0732625559511273,2.5049014577834727,6.558087073743072
0.5,0.4849120990329869,0.5555029567340526,1.1920865157628784,1.0816059909418883,2.5286774218757744,6.666602991143204
