vals,w,v,tau,hat_w,hat_v,hat_tau
10.000000000000002,0.18928110151944783,0.1686023899909765,0.0022510880500601154,0.7965898945701926,0.9467747361846222,0.9473708561583043
9.612551660300255,0.20675529076378596,0.1737127388825569,0.002447981923934688,0.8002578455801358,0.944917291187299,0.9475050113885207
9.240114942194111,0.22466922720606194,0.17826860593775262,0.0026479305685176476,0.8040471828952791,0.9430866429034314,0.9476425148883421
8.882108222895319,0.24294490346348324,0.18226159822730723,0.00284994051707672,0.8079432204348187,0.9412962240786191,0.9477828461121803
8.537972414495888,0.2615052014576646,0.18569085445126554,0.003053060664300626,0.8119309643144055,0.9395586480492104,0.9479255011125536
8.207170090856021,0.2802749894403212,0.18856234763959934,0.0032563949180281645,0.8159953417745351,0.9378855439425967,0.948069997957816
7.889184648322458,0.29918205288393546,0.19088810425436628,0.0034591118986754075,0.8201214128835609,0.9362874266602783,0.9482158814590168
7.583519498964731,0.3181578424690468,0.19268537225785873,0.0036604516970600944,0.8242945496053692,0.9347735889837572,0.9483627234201174
7.289697295069275,0.33713808022411446,0.19397578542981772,0.003859730185507955,0.8285006193021203,0.9333520597939846,0.9485101309202497
7.00725918368044,0.35606314715892035,0.19478452258539197,0.004056340559356656,0.8327260889092181,0.9320295456024152,0.9486577399544647
6.735764090024159,0.3748783793137386,0.19513952277347768,0.004249753246377561,0.8369581553241408,0.9308114437701496,0.9488052193947673
6.474788028695254,0.3935341917255042,0.1950707425213314,0.004439513886433203,0.8411848165615543,0.9297018609569365,0.9489522685821223
6.223923441532676,0.4119861074478234,0.19460948502128717,0.004625240165005381,0.845394935605194,0.9287036636509838,0.9490986170040562
5.982778561148656,0.43019467881444295,0.1937877998526995,0.004806617765765616,0.8495782728232781,0.927818543221326,0.949244022307574
5.7509767991178276,0.4481253355346819,0.1926379608149472,0.0049833962597879014,0.853725502783313,0.9270470979943444,0.9493882691400746
5.528156157870829,0.46574817148658965,0.19119202055564158,0.005155386310968436,0.8578282137974254,0.9263889263274185,0.949531169006206
5.313968665374029,0.4830376871702224,0.18948144031690153,0.005322461269859204,0.8618788944861744,0.9258427282421053,0.9496725634081864
5.108079831712463,0.4999725022446246,0.18753679212245347,0.005484569593209492,0.8658709118046359,0.925406414438475,0.9498123349341308
4.9101681267273865,0.5165350511295717,0.18538753175577868,0.005641770498285305,0.8697984865785862,0.9250772242131915,0.9499504354818344
4.719924477892672,0.5327112737859272,0.1830618442821622,0.005794314392194965,0.8736566751616704,0.9248518578282954,0.9500869478611464
4.537051787645899,0.5484903130628114,0.1805865700932343,0.005942801407685482,0.8774413686593867,0.9247266336911145,0.9502222061894104
4.361264469420381,0.5638642368469311,0.17798722988568944,0.006088463539135797,0.8811493298775821,0.9246976898980286,0.9503570120887038
4.192288001653537,0.5788277881848958,0.1752881764004441,0.006233623745000225,0.8847782766794097,0.9247612444972437,0.9504929867949433
4.029858499075153,0.5933781977869245,0.17251291842766028,0.006382383251756705,0.8883270454729112,0.9249139476117738,0.9506331070458393
3.8737223006059938,0.6075150640776669,0.16968466839821214,0.006541569697636324,0.8917958387179172,0.9251533369187859,0.9507824528383897
3.723635573223225,0.6212403263745168,0.1668271723222836,0.0067219411107796575,0.8951865690942471,0.9254784098962667,0.9509491735692805
3.5793639311739986,0.6345583285570129,0.16396586974376498,0.006939585495447922,0.8985032782048425,0.9258902938462099,0.9511456306413713
3.4406820699425453,0.6474759831244371,0.16112941022893199,0.007217391940287985,0.9017526075636502,0.9263929846705172,0.9513896293246162
3.3073734143991524,0.6600030064488498,0.15835150524340919,0.007586410421261912,0.904944258969945,0.9269940846082665,0.9517055949388004
